,model1,dataset1,gpu_num1,batchsize1,amp1,speed1,model2,dataset2,gpu_num2,batchsize2,amp2,speed2,gpu_util,gmem_util,gmem
934,MobileNetV2,CIFAR-10,1,32,0,0.97,VGG,CIFAR-10,1,128,0,1.003,80.013,46.027,6520
935,MobileNetV2,CIFAR-10,1,32,0,0.972,VGG,CIFAR-10,1,128,1,1.086,76.987,39.434,6312
936,MobileNetV2,CIFAR-10,1,32,1,0.908,VGG,CIFAR-10,1,128,0,1.001,73.733,39.373,6372
937,MobileNetV2,CIFAR-10,1,32,1,0.888,VGG,CIFAR-10,1,128,1,1.029,59.811,28.054,6924
938,MobileNetV2,CIFAR-10,1,64,0,0.907,VGG,CIFAR-10,1,32,0,1.063,89.467,54.627,6418
939,MobileNetV2,CIFAR-10,1,64,0,0.914,VGG,CIFAR-10,1,32,1,1.09,79.75,49.197,5794
940,MobileNetV2,CIFAR-10,1,64,1,0.925,VGG,CIFAR-10,1,32,0,0.989,66.411,34.438,5970
941,MobileNetV2,CIFAR-10,1,64,1,0.93,VGG,CIFAR-10,1,32,1,1.124,65.6,31.587,5346
942,MobileNetV2,CIFAR-10,1,64,0,0.855,VGG,CIFAR-10,1,64,0,1.062,93.541,62.068,6644
943,MobileNetV2,CIFAR-10,1,64,0,0.874,VGG,CIFAR-10,1,64,1,0.994,82.838,52.527,6678
944,MobileNetV2,CIFAR-10,1,64,1,0.895,VGG,CIFAR-10,1,64,0,1.072,75.569,44.125,6168
945,MobileNetV2,CIFAR-10,1,64,1,0.902,VGG,CIFAR-10,1,64,1,1.139,66.438,33.397,6138
946,MobileNetV2,CIFAR-10,1,64,0,0.81,VGG,CIFAR-10,1,128,0,0.979,97.587,61.8,7554
947,MobileNetV2,CIFAR-10,1,64,0,0.901,VGG,CIFAR-10,1,128,1,1.044,91.787,58.013,6814
948,MobileNetV2,CIFAR-10,1,64,1,0.932,VGG,CIFAR-10,1,128,0,1.025,84.803,50.211,6624
949,MobileNetV2,CIFAR-10,1,64,1,0.877,VGG,CIFAR-10,1,128,1,1.048,71.877,39.575,6180
950,MobileNetV2,CIFAR-10,1,128,0,0.739,VGG,CIFAR-10,1,32,0,0.896,97.797,62.77,7496
951,MobileNetV2,CIFAR-10,1,128,0,0.872,VGG,CIFAR-10,1,32,1,0.908,96.945,67.932,8096
952,MobileNetV2,CIFAR-10,1,128,1,0.84,VGG,CIFAR-10,1,32,0,1.106,82.0,49.264,6910
953,MobileNetV2,CIFAR-10,1,128,1,0.88,VGG,CIFAR-10,1,32,1,1.013,74.465,40.141,5736
954,MobileNetV2,CIFAR-10,1,128,0,0.757,VGG,CIFAR-10,1,64,0,0.886,98.095,71.149,7608
955,MobileNetV2,CIFAR-10,1,128,0,0.842,VGG,CIFAR-10,1,64,1,0.931,97.539,69.908,7688
956,MobileNetV2,CIFAR-10,1,128,1,0.858,VGG,CIFAR-10,1,64,0,1.123,89.164,56.11,6606
957,MobileNetV2,CIFAR-10,1,128,1,0.888,VGG,CIFAR-10,1,64,1,1.121,81.292,44.611,6936
958,MobileNetV2,CIFAR-10,1,128,0,0.633,VGG,CIFAR-10,1,128,0,0.931,98.946,68.311,8090
959,MobileNetV2,CIFAR-10,1,128,0,0.716,VGG,CIFAR-10,1,128,1,0.967,98.041,68.203,7792
960,MobileNetV2,CIFAR-10,1,128,1,0.841,VGG,CIFAR-10,1,128,0,1.062,90.648,59.676,7030
961,MobileNetV2,CIFAR-10,1,128,1,0.849,VGG,CIFAR-10,1,128,1,1.096,84.268,47.0,7442
962,EfficientNet,CIFAR-10,1,32,0,0.904,EfficientNet,CIFAR-10,1,32,0,0.911,41.764,6.583,4638
963,EfficientNet,CIFAR-10,1,32,0,0.98,EfficientNet,CIFAR-10,1,32,1,1.0,42.11,4.466,4506
964,EfficientNet,CIFAR-10,1,32,1,0.961,EfficientNet,CIFAR-10,1,32,1,1.003,39.208,3.361,4374
965,EfficientNet,CIFAR-10,1,32,0,0.936,EfficientNet,CIFAR-10,1,64,0,0.885,46.892,9.459,5096
966,EfficientNet,CIFAR-10,1,32,0,1.041,EfficientNet,CIFAR-10,1,64,1,0.995,45.575,6.521,4622
967,EfficientNet,CIFAR-10,1,32,1,1.029,EfficientNet,CIFAR-10,1,64,0,0.906,47.838,8.324,4964
968,EfficientNet,CIFAR-10,1,32,1,1.034,EfficientNet,CIFAR-10,1,64,1,0.988,42.507,5.068,4488
969,EfficientNet,CIFAR-10,1,32,0,0.971,EfficientNet,CIFAR-10,1,128,0,0.863,58.405,17.581,4922
970,EfficientNet,CIFAR-10,1,32,0,0.997,EfficientNet,CIFAR-10,1,128,1,0.836,49.239,9.775,4688
971,EfficientNet,CIFAR-10,1,32,1,1.013,EfficientNet,CIFAR-10,1,128,0,0.899,57.041,16.973,5606
972,EfficientNet,CIFAR-10,1,32,1,1.035,EfficientNet,CIFAR-10,1,128,1,0.896,49.233,8.658,5444
973,EfficientNet,CIFAR-10,1,64,0,0.874,EfficientNet,CIFAR-10,1,64,0,0.827,51.625,13.083,5554
974,EfficientNet,CIFAR-10,1,64,0,0.92,EfficientNet,CIFAR-10,1,64,1,0.885,48.781,10.233,5078
975,EfficientNet,CIFAR-10,1,64,1,0.9,EfficientNet,CIFAR-10,1,64,1,0.938,43.431,6.167,4602
976,EfficientNet,CIFAR-10,1,64,0,0.966,EfficientNet,CIFAR-10,1,128,0,0.88,65.487,22.679,5380
977,EfficientNet,CIFAR-10,1,64,0,0.909,EfficientNet,CIFAR-10,1,128,1,0.89,57.0,14.2,6052
978,EfficientNet,CIFAR-10,1,64,1,1.01,EfficientNet,CIFAR-10,1,128,0,0.927,63.303,19.632,4906
979,EfficientNet,CIFAR-10,1,64,1,0.955,EfficientNet,CIFAR-10,1,128,1,0.902,50.333,10.4,4670
980,EfficientNet,CIFAR-10,1,128,0,0.819,EfficientNet,CIFAR-10,1,128,0,0.779,68.351,27.23,6022
981,EfficientNet,CIFAR-10,1,128,0,0.904,EfficientNet,CIFAR-10,1,128,1,0.917,69.88,22.64,5862
982,EfficientNet,CIFAR-10,1,128,1,0.829,EfficientNet,CIFAR-10,1,128,1,0.848,56.173,13.52,5630
983,EfficientNet,CIFAR-10,1,32,0,0.889,VGG,CIFAR-10,1,32,0,1.079,54.566,22.461,5716
984,EfficientNet,CIFAR-10,1,32,0,0.924,VGG,CIFAR-10,1,32,1,1.035,48.533,18.387,5092
985,EfficientNet,CIFAR-10,1,32,1,0.929,VGG,CIFAR-10,1,32,0,0.993,51.351,19.838,5624
986,EfficientNet,CIFAR-10,1,32,1,0.984,VGG,CIFAR-10,1,32,1,1.059,43.373,14.653,4960
987,EfficientNet,CIFAR-10,1,32,0,0.924,VGG,CIFAR-10,1,64,0,1.066,62.689,31.365,5914
988,EfficientNet,CIFAR-10,1,32,0,0.982,VGG,CIFAR-10,1,64,1,1.078,52.514,20.122,5918
989,EfficientNet,CIFAR-10,1,32,1,0.887,VGG,CIFAR-10,1,64,0,1.084,59.547,28.613,5780
990,EfficientNet,CIFAR-10,1,32,1,0.939,VGG,CIFAR-10,1,64,1,1.186,52.653,21.773,5786
991,EfficientNet,CIFAR-10,1,32,0,1.04,VGG,CIFAR-10,1,128,0,1.054,68.711,34.658,6910
992,EfficientNet,CIFAR-10,1,32,0,0.946,VGG,CIFAR-10,1,128,1,1.079,57.227,24.6,6114
993,EfficientNet,CIFAR-10,1,32,1,1.105,VGG,CIFAR-10,1,128,0,1.105,71.026,34.829,6242
994,EfficientNet,CIFAR-10,1,32,1,1.075,VGG,CIFAR-10,1,128,1,1.158,58.795,24.487,5980
995,EfficientNet,CIFAR-10,1,64,0,0.877,VGG,CIFAR-10,1,32,0,1.102,62.079,27.5,6174
996,EfficientNet,CIFAR-10,1,64,0,0.836,VGG,CIFAR-10,1,32,1,1.044,53.568,22.027,5550
997,EfficientNet,CIFAR-10,1,64,1,0.938,VGG,CIFAR-10,1,32,0,1.003,53.77,22.851,5700
998,EfficientNet,CIFAR-10,1,64,1,0.867,VGG,CIFAR-10,1,32,1,1.083,45.055,16.466,5074
999,EfficientNet,CIFAR-10,1,64,0,0.833,VGG,CIFAR-10,1,64,0,1.106,68.947,34.974,6768
1000,EfficientNet,CIFAR-10,1,64,0,0.827,VGG,CIFAR-10,1,64,1,1.105,60.986,27.054,6766
1001,EfficientNet,CIFAR-10,1,64,1,0.868,VGG,CIFAR-10,1,64,0,1.041,62.892,31.743,6292
1002,EfficientNet,CIFAR-10,1,64,1,0.935,VGG,CIFAR-10,1,64,1,1.071,51.907,19.587,5900
1003,EfficientNet,CIFAR-10,1,64,0,0.893,VGG,CIFAR-10,1,128,0,1.001,75.04,39.4,6778
1004,EfficientNet,CIFAR-10,1,64,0,1.006,VGG,CIFAR-10,1,128,1,1.175,70.342,30.408,6572
1005,EfficientNet,CIFAR-10,1,64,1,0.878,VGG,CIFAR-10,1,128,0,0.975,64.645,34.434,6302
1006,EfficientNet,CIFAR-10,1,64,1,0.982,VGG,CIFAR-10,1,128,1,1.139,63.618,28.342,6094
1007,EfficientNet,CIFAR-10,1,128,0,0.815,VGG,CIFAR-10,1,32,0,1.074,72.257,33.243,6468
1008,EfficientNet,CIFAR-10,1,128,0,0.81,VGG,CIFAR-10,1,32,1,1.112,62.64,27.773,7026
1009,EfficientNet,CIFAR-10,1,128,1,0.823,VGG,CIFAR-10,1,32,0,1.103,61.726,27.726,5766
1010,EfficientNet,CIFAR-10,1,128,1,0.843,VGG,CIFAR-10,1,32,1,1.003,51.222,19.389,5142
1011,EfficientNet,CIFAR-10,1,128,0,0.878,VGG,CIFAR-10,1,64,0,1.075,82.219,45.452,6186
1012,EfficientNet,CIFAR-10,1,128,0,0.835,VGG,CIFAR-10,1,64,1,1.102,70.187,33.84,6190
1013,EfficientNet,CIFAR-10,1,128,1,0.767,VGG,CIFAR-10,1,64,0,1.017,66.849,32.315,5964
1014,EfficientNet,CIFAR-10,1,128,1,0.806,VGG,CIFAR-10,1,64,1,1.127,59.384,23.932,5968
1015,EfficientNet,CIFAR-10,1,128,0,0.895,VGG,CIFAR-10,1,128,0,1.017,85.851,46.514,7182
1016,EfficientNet,CIFAR-10,1,128,0,0.838,VGG,CIFAR-10,1,128,1,1.101,76.527,37.986,5268
1017,EfficientNet,CIFAR-10,1,128,1,0.89,VGG,CIFAR-10,1,128,0,1.031,76.133,38.6,6370
1018,EfficientNet,CIFAR-10,1,128,1,0.829,VGG,CIFAR-10,1,128,1,1.073,69.041,30.919,5438
1019,VGG,CIFAR-10,1,32,0,1.054,VGG,CIFAR-10,1,32,0,1.0,66.987,38.671,6794
1020,VGG,CIFAR-10,1,32,0,1.058,VGG,CIFAR-10,1,32,1,1.037,63.027,34.067,6170
1021,VGG,CIFAR-10,1,32,1,1.041,VGG,CIFAR-10,1,32,1,1.038,51.23,27.595,5546
1022,VGG,CIFAR-10,1,32,0,1.07,VGG,CIFAR-10,1,64,0,1.069,75.724,47.447,6992
1023,VGG,CIFAR-10,1,32,0,1.062,VGG,CIFAR-10,1,64,1,1.103,68.267,39.853,6996
1024,VGG,CIFAR-10,1,32,1,1.024,VGG,CIFAR-10,1,64,0,0.998,66.827,38.533,6368
1025,VGG,CIFAR-10,1,32,1,1.106,VGG,CIFAR-10,1,64,1,1.168,60.276,32.434,6372
1026,VGG,CIFAR-10,1,32,0,1.036,VGG,CIFAR-10,1,128,0,0.963,87.84,50.613,7398
1027,VGG,CIFAR-10,1,32,0,1.116,VGG,CIFAR-10,1,128,1,1.096,70.526,44.237,7190
1028,VGG,CIFAR-10,1,32,1,1.16,VGG,CIFAR-10,1,128,0,1.02,74.0,50.316,7084
1029,VGG,CIFAR-10,1,32,1,1.195,VGG,CIFAR-10,1,128,1,1.133,67.779,39.494,6566
1030,VGG,CIFAR-10,1,64,0,1.07,VGG,CIFAR-10,1,64,0,1.084,87.027,59.253,7190
1031,VGG,CIFAR-10,1,64,0,1.113,VGG,CIFAR-10,1,64,1,1.081,71.662,45.878,7194
1032,VGG,CIFAR-10,1,64,1,1.181,VGG,CIFAR-10,1,64,1,1.166,66.067,38.333,7198
1033,VGG,CIFAR-10,1,64,0,1.043,VGG,CIFAR-10,1,128,0,0.994,92.52,59.293,7596
1034,VGG,CIFAR-10,1,64,0,1.066,VGG,CIFAR-10,1,128,1,1.062,82.513,50.184,7390
1035,VGG,CIFAR-10,1,64,1,1.076,VGG,CIFAR-10,1,128,0,0.955,73.013,47.907,7600
1036,VGG,CIFAR-10,1,64,1,1.041,VGG,CIFAR-10,1,128,1,1.105,74.932,43.568,6550
1037,VGG,CIFAR-10,1,128,0,0.807,VGG,CIFAR-10,1,128,0,0.805,96.176,54.203,8002
1038,VGG,CIFAR-10,1,128,0,1.049,VGG,CIFAR-10,1,128,1,1.164,90.0,55.429,7796
1039,VGG,CIFAR-10,1,128,1,1.149,VGG,CIFAR-10,1,128,1,1.142,75.338,46.948,6470
1040,PointNet,ShapeNet,1,32,0,1.001,TD3,BipedalWalker,1,32,0,1.0,24.176,7.603,6024
1041,PointNet,ShapeNet,1,32,1,0.977,TD3,BipedalWalker,1,32,0,1.0,21.563,4.972,5390
1042,PointNet,ShapeNet,1,32,0,1.008,TD3,BipedalWalker,1,64,0,1.0,25.07,7.772,6024
1043,PointNet,ShapeNet,1,32,1,0.994,TD3,BipedalWalker,1,64,0,1.0,19.885,5.692,5390
1044,PointNet,ShapeNet,1,32,0,0.947,TD3,BipedalWalker,1,128,0,1.0,23.125,6.375,6024
1045,PointNet,ShapeNet,1,32,1,0.943,TD3,BipedalWalker,1,128,0,1.0,23.351,6.571,5390
1046,PointNet,ShapeNet,1,64,0,1.0,TD3,BipedalWalker,1,32,0,1.0,26.707,10.466,8402
1047,PointNet,ShapeNet,1,64,1,0.98,TD3,BipedalWalker,1,32,0,1.0,20.156,4.938,6588
1048,PointNet,ShapeNet,1,64,0,0.976,TD3,BipedalWalker,1,64,0,1.0,24.172,9.5,8402
1049,PointNet,ShapeNet,1,64,1,0.976,TD3,BipedalWalker,1,64,0,1.0,21.207,5.598,6588
1050,PointNet,ShapeNet,1,64,0,0.971,TD3,BipedalWalker,1,128,0,1.0,24.841,9.058,8402
1051,PointNet,ShapeNet,1,64,1,0.987,TD3,BipedalWalker,1,128,0,1.0,22.887,6.736,6588
1052,PointNet,ShapeNet,1,128,0,0.948,TD3,BipedalWalker,1,32,0,1.0,22.617,8.4,12530
1053,PointNet,ShapeNet,1,128,1,0.939,TD3,BipedalWalker,1,32,0,1.0,18.847,5.932,9032
1054,PointNet,ShapeNet,1,128,0,0.943,TD3,BipedalWalker,1,64,0,1.0,22.658,6.197,12530
1055,PointNet,ShapeNet,1,128,1,0.93,TD3,BipedalWalker,1,64,0,1.0,21.183,7.15,9032
1056,PointNet,ShapeNet,1,128,0,0.945,TD3,BipedalWalker,1,128,0,1.0,22.283,9.533,12530
1057,PointNet,ShapeNet,1,128,1,0.897,TD3,BipedalWalker,1,128,0,1.0,19.966,5.746,9032
1058,TD3,BipedalWalker,1,32,0,1.0,LSTM,Wikitext2,1,64,0,1.018,97.298,71.681,5940
1059,TD3,BipedalWalker,1,32,0,1.0,LSTM,Wikitext2,1,64,1,1.018,68.847,51.864,5806
1060,TD3,BipedalWalker,1,32,0,1.0,LSTM,Wikitext2,1,128,0,0.992,64.547,48.717,7672
1061,TD3,BipedalWalker,1,32,0,1.0,LSTM,Wikitext2,1,128,1,0.961,51.194,38.075,7376
1062,TD3,BipedalWalker,1,64,0,1.0,LSTM,Wikitext2,1,64,0,0.999,82.7,57.6,5940
1063,TD3,BipedalWalker,1,64,0,1.0,LSTM,Wikitext2,1,64,1,0.998,76.86,59.36,5806
1064,TD3,BipedalWalker,1,64,0,1.0,LSTM,Wikitext2,1,128,0,0.992,57.257,40.957,7672
1065,TD3,BipedalWalker,1,64,0,1.0,LSTM,Wikitext2,1,128,1,0.97,50.762,37.127,7376
1066,TD3,BipedalWalker,1,128,0,1.0,LSTM,Wikitext2,1,64,0,0.998,74.235,50.75,5940
1067,TD3,BipedalWalker,1,128,0,1.0,LSTM,Wikitext2,1,64,1,1.024,72.808,55.0,5806
1068,TD3,BipedalWalker,1,128,0,1.0,LSTM,Wikitext2,1,128,0,1.0,79.667,61.722,7672
1069,TD3,BipedalWalker,1,128,0,1.0,LSTM,Wikitext2,1,128,1,0.951,55.219,40.906,7376
1070,ResNet18,CIFAR-10,1,32,0,0.786,LSTM,Wikitext2,1,64,0,0.833,100.0,79.153,6296
1071,ResNet18,CIFAR-10,1,32,0,0.927,LSTM,Wikitext2,1,64,1,0.858,92.161,72.589,6132
1072,ResNet18,CIFAR-10,1,32,1,0.762,LSTM,Wikitext2,1,64,0,0.917,100.0,79.175,6236
1073,ResNet18,CIFAR-10,1,32,1,0.869,LSTM,Wikitext2,1,64,1,0.91,85.614,66.667,6102
1074,ResNet18,CIFAR-10,1,32,0,0.735,LSTM,Wikitext2,1,128,0,0.944,92.5,74.808,7998
1075,ResNet18,CIFAR-10,1,32,0,0.815,LSTM,Wikitext2,1,128,1,0.928,87.865,69.885,7708
1076,ResNet18,CIFAR-10,1,32,1,0.785,LSTM,Wikitext2,1,128,0,0.955,88.796,71.204,7968
1077,ResNet18,CIFAR-10,1,32,1,0.808,LSTM,Wikitext2,1,128,1,0.957,79.389,65.574,7672
1078,ResNet18,CIFAR-10,1,64,0,0.589,LSTM,Wikitext2,1,64,0,0.786,100.0,82.276,6566
1079,ResNet18,CIFAR-10,1,64,0,0.7,LSTM,Wikitext2,1,64,1,0.825,98.357,81.607,6432
1080,ResNet18,CIFAR-10,1,64,1,0.576,LSTM,Wikitext2,1,64,0,0.888,100.0,79.316,7548
1081,ResNet18,CIFAR-10,1,64,1,0.71,LSTM,Wikitext2,1,64,1,0.948,93.75,75.179,7414
1082,ResNet18,CIFAR-10,1,64,0,0.599,LSTM,Wikitext2,1,128,0,0.898,98.096,81.462,9780
1083,ResNet18,CIFAR-10,1,64,0,0.696,LSTM,Wikitext2,1,128,1,0.888,96.642,80.509,8002
1084,ResNet18,CIFAR-10,1,64,1,0.609,LSTM,Wikitext2,1,128,0,0.945,91.2,73.42,9280
1085,ResNet18,CIFAR-10,1,64,1,0.671,LSTM,Wikitext2,1,128,1,0.953,87.604,69.509,8984
1086,ResNet18,CIFAR-10,1,128,0,0.592,LSTM,Wikitext2,1,64,0,0.703,100.0,82.625,8288
1087,ResNet18,CIFAR-10,1,128,0,0.678,LSTM,Wikitext2,1,64,1,0.781,99.339,83.607,6990
1088,ResNet18,CIFAR-10,1,128,1,0.578,LSTM,Wikitext2,1,64,0,0.822,99.948,80.534,7942
1089,ResNet18,CIFAR-10,1,128,1,0.691,LSTM,Wikitext2,1,64,1,0.844,95.368,76.175,7808
1090,ResNet18,CIFAR-10,1,128,0,0.598,LSTM,Wikitext2,1,128,0,0.857,99.0,82.796,10020
1091,ResNet18,CIFAR-10,1,128,0,0.631,LSTM,Wikitext2,1,128,1,0.911,98.636,83.836,9724
1092,ResNet18,CIFAR-10,1,128,1,0.571,LSTM,Wikitext2,1,128,0,0.913,94.76,77.72,9674
1093,ResNet18,CIFAR-10,1,128,1,0.686,LSTM,Wikitext2,1,128,1,0.915,94.091,75.545,9378
1094,MobileNetV2,CIFAR-10,1,32,0,0.703,LSTM,Wikitext2,1,64,0,0.904,99.544,77.228,6414
1095,MobileNetV2,CIFAR-10,1,32,0,0.919,LSTM,Wikitext2,1,64,1,0.935,94.895,70.421,6280
1096,MobileNetV2,CIFAR-10,1,32,1,0.768,LSTM,Wikitext2,1,64,0,0.926,100.0,73.807,6226
1097,MobileNetV2,CIFAR-10,1,32,1,0.853,LSTM,Wikitext2,1,64,1,0.971,85.482,64.018,6092
1098,MobileNetV2,CIFAR-10,1,32,0,0.757,LSTM,Wikitext2,1,128,0,0.962,94.731,71.75,8146
1099,MobileNetV2,CIFAR-10,1,32,0,0.864,LSTM,Wikitext2,1,128,1,0.956,88.057,65.906,7850
1100,MobileNetV2,CIFAR-10,1,32,1,0.662,LSTM,Wikitext2,1,128,0,0.968,84.722,65.241,7958
1101,MobileNetV2,CIFAR-10,1,32,1,0.799,LSTM,Wikitext2,1,128,1,0.961,78.792,58.792,7662
1102,MobileNetV2,CIFAR-10,1,64,0,0.581,LSTM,Wikitext2,1,64,0,0.819,100.0,78.561,6916
1103,MobileNetV2,CIFAR-10,1,64,0,0.734,LSTM,Wikitext2,1,64,1,0.914,98.93,79.316,6782
1104,MobileNetV2,CIFAR-10,1,64,1,0.691,LSTM,Wikitext2,1,64,0,0.898,100.0,76.632,6468
1105,MobileNetV2,CIFAR-10,1,64,1,0.833,LSTM,Wikitext2,1,64,1,0.911,90.964,66.911,6334
1106,MobileNetV2,CIFAR-10,1,64,0,0.629,LSTM,Wikitext2,1,128,0,0.933,97.642,77.774,8648
1107,MobileNetV2,CIFAR-10,1,64,0,0.771,LSTM,Wikitext2,1,128,1,0.895,96.698,75.528,8386
1108,MobileNetV2,CIFAR-10,1,64,1,0.683,LSTM,Wikitext2,1,128,0,0.954,90.66,69.396,8200
1109,MobileNetV2,CIFAR-10,1,64,1,0.773,LSTM,Wikitext2,1,128,1,0.933,83.741,62.648,7904
1110,MobileNetV2,CIFAR-10,1,128,0,0.548,LSTM,Wikitext2,1,64,0,0.734,100.0,81.768,8052
1111,MobileNetV2,CIFAR-10,1,128,0,0.641,LSTM,Wikitext2,1,64,1,0.78,98.86,81.053,7850
1112,MobileNetV2,CIFAR-10,1,128,1,0.613,LSTM,Wikitext2,1,64,0,0.854,100.0,78.754,6898
1113,MobileNetV2,CIFAR-10,1,128,1,0.704,LSTM,Wikitext2,1,64,1,0.887,94.483,72.569,7222
1114,MobileNetV2,CIFAR-10,1,128,0,0.561,LSTM,Wikitext2,1,128,0,0.857,99.68,82.04,9716
1115,MobileNetV2,CIFAR-10,1,128,0,0.605,LSTM,Wikitext2,1,128,1,0.904,98.226,81.566,9716
1116,MobileNetV2,CIFAR-10,1,128,1,0.641,LSTM,Wikitext2,1,128,0,0.944,95.491,75.415,8630
1117,MobileNetV2,CIFAR-10,1,128,1,0.685,LSTM,Wikitext2,1,128,1,0.924,90.255,69.455,8856
1118,EfficientNet,CIFAR-10,1,32,0,0.872,LSTM,Wikitext2,1,64,0,0.966,100.0,74.133,6214
1119,EfficientNet,CIFAR-10,1,32,0,0.928,LSTM,Wikitext2,1,64,1,0.98,85.86,61.351,6080
1120,EfficientNet,CIFAR-10,1,32,1,0.874,LSTM,Wikitext2,1,64,0,0.955,100.0,71.724,6082
1121,EfficientNet,CIFAR-10,1,32,1,0.976,LSTM,Wikitext2,1,64,1,1.008,85.155,61.517,5946
1122,EfficientNet,CIFAR-10,1,32,0,0.894,LSTM,Wikitext2,1,128,0,0.976,89.039,63.961,7946
1123,EfficientNet,CIFAR-10,1,32,0,0.877,LSTM,Wikitext2,1,128,1,0.941,76.769,54.5,7650
1124,EfficientNet,CIFAR-10,1,32,1,0.795,LSTM,Wikitext2,1,128,0,0.94,83.222,60.667,7812
1125,EfficientNet,CIFAR-10,1,32,1,0.88,LSTM,Wikitext2,1,128,1,0.955,72.83,53.547,7518
1126,EfficientNet,CIFAR-10,1,64,0,0.74,LSTM,Wikitext2,1,64,0,0.919,100.0,73.232,6672
1127,EfficientNet,CIFAR-10,1,64,0,0.921,LSTM,Wikitext2,1,64,1,0.935,89.268,62.482,6538
1128,EfficientNet,CIFAR-10,1,64,1,0.818,LSTM,Wikitext2,1,64,0,0.945,100.0,72.6,6196
1129,EfficientNet,CIFAR-10,1,64,1,0.917,LSTM,Wikitext2,1,64,1,0.959,83.912,60.175,6062
1130,EfficientNet,CIFAR-10,1,64,0,0.782,LSTM,Wikitext2,1,128,0,0.957,91.804,65.608,8404
1131,EfficientNet,CIFAR-10,1,64,0,0.866,LSTM,Wikitext2,1,128,1,0.936,82.115,58.0,8108
1132,EfficientNet,CIFAR-10,1,64,1,0.78,LSTM,Wikitext2,1,128,0,0.973,86.925,63.509,7928
1133,EfficientNet,CIFAR-10,1,64,1,0.856,LSTM,Wikitext2,1,128,1,0.97,78.038,56.17,7632
1134,EfficientNet,CIFAR-10,1,128,0,0.612,LSTM,Wikitext2,1,64,0,0.869,100.0,73.561,6722
1135,EfficientNet,CIFAR-10,1,128,0,0.852,LSTM,Wikitext2,1,64,1,0.945,97.035,70.561,6364
1136,EfficientNet,CIFAR-10,1,128,1,0.675,LSTM,Wikitext2,1,64,0,0.918,97.918,70.361,6608
1137,EfficientNet,CIFAR-10,1,128,1,0.804,LSTM,Wikitext2,1,64,1,0.968,88.5,63.621,6474
1138,EfficientNet,CIFAR-10,1,128,0,0.651,LSTM,Wikitext2,1,128,0,0.939,94.151,68.83,8864
1139,EfficientNet,CIFAR-10,1,128,0,0.814,LSTM,Wikitext2,1,128,1,0.924,89.962,64.491,8042
1140,EfficientNet,CIFAR-10,1,128,1,0.697,LSTM,Wikitext2,1,128,0,0.974,89.393,65.054,8888
1141,EfficientNet,CIFAR-10,1,128,1,0.788,LSTM,Wikitext2,1,128,1,0.939,81.981,57.596,8592
1142,VGG,CIFAR-10,1,32,0,0.887,LSTM,Wikitext2,1,64,0,0.879,100.0,78.19,7292
1143,VGG,CIFAR-10,1,32,0,0.903,LSTM,Wikitext2,1,64,1,0.952,87.276,71.034,7158
1144,VGG,CIFAR-10,1,32,1,0.899,LSTM,Wikitext2,1,64,0,0.926,100.0,79.328,6668
1145,VGG,CIFAR-10,1,32,1,0.946,LSTM,Wikitext2,1,64,1,0.941,84.845,67.086,7686
1146,VGG,CIFAR-10,1,32,0,0.78,LSTM,Wikitext2,1,128,0,0.946,87.698,71.906,9024
1147,VGG,CIFAR-10,1,32,0,0.882,LSTM,Wikitext2,1,128,1,0.942,80.094,66.208,8728
1148,VGG,CIFAR-10,1,32,1,0.744,LSTM,Wikitext2,1,128,0,0.944,82.981,67.074,8400
1149,VGG,CIFAR-10,1,32,1,0.875,LSTM,Wikitext2,1,128,1,0.965,74.373,62.49,9258
1150,VGG,CIFAR-10,1,64,0,0.868,LSTM,Wikitext2,1,64,0,0.84,100.0,82.074,6240
1151,VGG,CIFAR-10,1,64,0,0.94,LSTM,Wikitext2,1,64,1,0.879,90.818,74.364,7156
1152,VGG,CIFAR-10,1,64,1,0.812,LSTM,Wikitext2,1,64,0,0.934,100.0,78.161,7494
1153,VGG,CIFAR-10,1,64,1,1.004,LSTM,Wikitext2,1,64,1,0.93,86.185,68.5,7360
1154,VGG,CIFAR-10,1,64,0,0.756,LSTM,Wikitext2,1,128,0,0.933,91.283,75.019,9222
1155,VGG,CIFAR-10,1,64,0,0.925,LSTM,Wikitext2,1,128,1,0.931,86.038,71.887,7684
1156,VGG,CIFAR-10,1,64,1,0.806,LSTM,Wikitext2,1,128,0,0.953,83.88,68.36,8460
1157,VGG,CIFAR-10,1,64,1,0.902,LSTM,Wikitext2,1,128,1,0.921,76.83,61.528,8930
1158,VGG,CIFAR-10,1,128,0,0.78,LSTM,Wikitext2,1,64,0,0.784,100.0,80.589,6458
1159,VGG,CIFAR-10,1,128,0,0.968,LSTM,Wikitext2,1,64,1,0.852,95.056,79.13,6324
1160,VGG,CIFAR-10,1,128,1,0.831,LSTM,Wikitext2,1,64,0,0.883,100.0,79.877,6456
1161,VGG,CIFAR-10,1,128,1,0.961,LSTM,Wikitext2,1,64,1,0.92,91.018,72.482,6322
1162,VGG,CIFAR-10,1,128,0,0.818,LSTM,Wikitext2,1,128,0,0.918,95.64,79.18,8190
1163,VGG,CIFAR-10,1,128,0,0.906,LSTM,Wikitext2,1,128,1,0.917,92.611,77.111,7894
1164,VGG,CIFAR-10,1,128,1,0.737,LSTM,Wikitext2,1,128,0,0.948,86.549,70.98,8188
