,model1,dataset1,gpu_num1,batchsize1,amp1,speed1,model2,dataset2,gpu_num2,batchsize2,amp2,speed2,gpu_util,gmem_util,gmem
468,EfficientNet,CIFAR-10,1,32,1,1.007,PPO,LunarLander,1,128,0,1.0,30.026,1.269,4222
469,EfficientNet,CIFAR-10,1,64,0,0.868,PPO,LunarLander,1,32,0,1.0,35.247,5.219,4814
470,EfficientNet,CIFAR-10,1,64,1,0.949,PPO,LunarLander,1,32,0,1.0,34.294,2.971,4338
471,EfficientNet,CIFAR-10,1,64,0,0.969,PPO,LunarLander,1,64,0,1.0,37.909,6.325,4814
472,EfficientNet,CIFAR-10,1,64,1,1.021,PPO,LunarLander,1,64,0,1.0,36.783,3.246,4338
473,EfficientNet,CIFAR-10,1,64,0,0.87,PPO,LunarLander,1,128,0,1.0,38.657,6.071,4814
474,EfficientNet,CIFAR-10,1,64,1,0.919,PPO,LunarLander,1,128,0,1.0,33.662,2.915,4338
475,EfficientNet,CIFAR-10,1,128,0,0.86,PPO,LunarLander,1,32,0,1.0,43.986,12.432,4640
476,EfficientNet,CIFAR-10,1,128,1,0.891,PPO,LunarLander,1,32,0,1.0,38.886,6.086,5298
477,EfficientNet,CIFAR-10,1,128,0,0.857,PPO,LunarLander,1,64,0,1.0,45.473,12.865,4640
478,EfficientNet,CIFAR-10,1,128,1,0.925,PPO,LunarLander,1,64,0,1.0,36.0,6.025,5308
479,EfficientNet,CIFAR-10,1,128,0,0.949,PPO,LunarLander,1,128,0,1.0,51.813,15.213,5454
480,EfficientNet,CIFAR-10,1,128,1,1.037,PPO,LunarLander,1,128,0,1.0,44.812,7.225,5312
481,VGG,CIFAR-10,1,32,0,1.074,PPO,LunarLander,1,32,0,1.0,40.597,17.111,5434
482,VGG,CIFAR-10,1,32,1,1.094,PPO,LunarLander,1,32,0,1.0,35.286,11.814,5962
483,VGG,CIFAR-10,1,32,0,1.02,PPO,LunarLander,1,64,0,1.0,38.215,16.62,5434
484,VGG,CIFAR-10,1,32,1,1.085,PPO,LunarLander,1,64,0,1.0,37.1,13.943,4810
485,VGG,CIFAR-10,1,32,0,1.272,PPO,LunarLander,1,128,0,1.0,49.676,22.203,5434
486,VGG,CIFAR-10,1,32,1,1.161,PPO,LunarLander,1,128,0,1.0,39.575,14.637,4810
487,VGG,CIFAR-10,1,64,0,1.19,PPO,LunarLander,1,32,0,1.0,48.571,24.909,5632
488,VGG,CIFAR-10,1,64,1,1.168,PPO,LunarLander,1,32,0,1.0,37.32,14.827,5636
489,VGG,CIFAR-10,1,64,0,1.093,PPO,LunarLander,1,64,0,1.0,48.987,25.519,5632
490,VGG,CIFAR-10,1,64,1,1.103,PPO,LunarLander,1,64,0,1.0,38.234,14.39,5636
491,VGG,CIFAR-10,1,64,0,1.182,PPO,LunarLander,1,128,0,1.0,55.986,30.889,5632
492,VGG,CIFAR-10,1,64,1,1.168,PPO,LunarLander,1,128,0,1.0,39.291,15.076,5636
493,VGG,CIFAR-10,1,128,0,1.039,PPO,LunarLander,1,32,0,1.0,51.729,29.371,6038
494,VGG,CIFAR-10,1,128,1,1.187,PPO,LunarLander,1,32,0,1.0,47.394,21.958,5830
495,VGG,CIFAR-10,1,128,0,1.064,PPO,LunarLander,1,64,0,1.0,53.224,28.974,6038
496,VGG,CIFAR-10,1,128,1,1.173,PPO,LunarLander,1,64,0,1.0,44.19,19.152,5830
497,VGG,CIFAR-10,1,128,0,1.113,PPO,LunarLander,1,128,0,1.0,56.897,32.987,6038
498,VGG,CIFAR-10,1,128,1,1.172,PPO,LunarLander,1,128,0,1.0,47.74,21.805,4714
499,DCGAN,LSUN,1,32,0,1.074,TD3,BipedalWalker,1,32,0,1.0,48.137,12.274,4514
500,DCGAN,LSUN,1,32,1,0.96,TD3,BipedalWalker,1,32,0,1.0,39.77,11.878,4786
501,DCGAN,LSUN,1,32,0,0.883,TD3,BipedalWalker,1,64,0,1.0,45.423,13.837,4514
502,DCGAN,LSUN,1,32,1,1.084,TD3,BipedalWalker,1,64,0,1.0,38.74,11.38,5378
503,DCGAN,LSUN,1,32,0,0.894,TD3,BipedalWalker,1,128,0,1.0,45.54,14.76,4514
504,DCGAN,LSUN,1,32,1,1.019,TD3,BipedalWalker,1,128,0,1.0,37.904,11.173,4786
505,DCGAN,LSUN,1,64,0,1.039,TD3,BipedalWalker,1,32,0,1.0,75.787,30.617,4600
506,DCGAN,LSUN,1,64,1,1.01,TD3,BipedalWalker,1,32,0,1.0,48.617,15.404,4386
507,DCGAN,LSUN,1,64,0,1.056,TD3,BipedalWalker,1,64,0,1.0,61.186,21.571,4600
508,DCGAN,LSUN,1,64,1,1.056,TD3,BipedalWalker,1,64,0,1.0,37.208,10.74,4386
509,DCGAN,LSUN,1,64,0,1.068,TD3,BipedalWalker,1,128,0,1.0,63.582,23.985,4600
510,DCGAN,LSUN,1,64,1,1.079,TD3,BipedalWalker,1,128,0,1.0,40.219,12.312,4386
511,DCGAN,LSUN,1,128,0,0.993,TD3,BipedalWalker,1,32,0,1.0,92.44,38.36,5152
512,DCGAN,LSUN,1,128,1,0.927,TD3,BipedalWalker,1,32,0,1.0,52.606,20.351,4746
513,DCGAN,LSUN,1,128,0,0.986,TD3,BipedalWalker,1,64,0,1.0,60.243,21.486,5152
514,DCGAN,LSUN,1,128,1,0.876,TD3,BipedalWalker,1,64,0,1.0,48.385,19.646,4746
515,DCGAN,LSUN,1,128,0,1.003,TD3,BipedalWalker,1,128,0,1.0,63.169,21.803,5152
516,DCGAN,LSUN,1,128,1,0.949,TD3,BipedalWalker,1,128,0,1.0,56.843,23.294,4746
517,MobileNetV3,ImageNet,1,32,0,0.893,DCGAN,LSUN,1,32,0,0.887,55.632,24.263,5198
518,MobileNetV3,ImageNet,1,32,0,0.83,DCGAN,LSUN,1,32,1,0.943,39.459,15.554,5458
519,MobileNetV3,ImageNet,1,32,1,0.957,DCGAN,LSUN,1,32,0,0.926,57.846,23.321,4880
520,MobileNetV3,ImageNet,1,32,1,0.993,DCGAN,LSUN,1,32,1,1.018,41.067,13.773,5134
521,MobileNetV3,ImageNet,1,32,0,0.973,DCGAN,LSUN,1,64,0,0.982,79.038,35.756,5044
522,MobileNetV3,ImageNet,1,32,0,0.934,DCGAN,LSUN,1,64,1,0.929,49.636,19.779,5046
523,MobileNetV3,ImageNet,1,32,1,0.935,DCGAN,LSUN,1,64,0,0.934,74.921,31.0,4778
524,MobileNetV3,ImageNet,1,32,1,0.99,DCGAN,LSUN,1,64,1,1.01,51.789,19.487,4734
525,MobileNetV3,ImageNet,1,32,0,0.692,DCGAN,LSUN,1,128,0,0.934,91.532,38.883,5848
526,MobileNetV3,ImageNet,1,32,0,1.055,DCGAN,LSUN,1,128,1,0.842,60.067,27.88,5400
527,MobileNetV3,ImageNet,1,32,1,0.745,DCGAN,LSUN,1,128,0,0.893,93.711,33.395,5466
528,MobileNetV3,ImageNet,1,32,1,0.993,DCGAN,LSUN,1,128,1,0.867,57.947,25.276,5078
529,MobileNetV3,ImageNet,1,64,0,0.812,DCGAN,LSUN,1,32,0,0.895,63.064,25.962,5776
530,MobileNetV3,ImageNet,1,64,0,0.838,DCGAN,LSUN,1,32,1,0.992,48.905,20.446,6038
531,MobileNetV3,ImageNet,1,64,1,0.936,DCGAN,LSUN,1,32,0,0.976,65.724,21.816,5212
532,MobileNetV3,ImageNet,1,64,1,0.984,DCGAN,LSUN,1,32,1,0.992,43.095,15.392,5428
533,MobileNetV3,ImageNet,1,64,0,0.707,DCGAN,LSUN,1,64,0,0.899,77.25,34.855,5646
534,MobileNetV3,ImageNet,1,64,0,0.929,DCGAN,LSUN,1,64,1,0.929,57.078,25.87,5618
535,MobileNetV3,ImageNet,1,64,1,0.873,DCGAN,LSUN,1,64,0,0.952,79.855,33.382,5020
536,MobileNetV3,ImageNet,1,64,1,0.988,DCGAN,LSUN,1,64,1,0.934,52.974,21.053,5048
537,MobileNetV3,ImageNet,1,64,0,0.541,DCGAN,LSUN,1,128,0,0.868,93.364,39.701,6436
538,MobileNetV3,ImageNet,1,64,0,0.723,DCGAN,LSUN,1,128,1,0.777,66.893,29.16,5972
539,MobileNetV3,ImageNet,1,64,1,0.619,DCGAN,LSUN,1,128,0,0.862,93.178,38.301,5876
540,MobileNetV3,ImageNet,1,64,1,0.96,DCGAN,LSUN,1,128,1,0.839,59.733,26.147,5412
541,MobileNetV3,ImageNet,1,128,0,0.618,DCGAN,LSUN,1,32,0,0.911,88.628,41.487,6908
542,MobileNetV3,ImageNet,1,128,0,0.847,DCGAN,LSUN,1,32,1,0.972,48.877,23.288,7180
543,MobileNetV3,ImageNet,1,128,1,0.75,DCGAN,LSUN,1,32,0,0.987,70.8,25.387,5756
544,MobileNetV3,ImageNet,1,128,1,0.913,DCGAN,LSUN,1,32,1,0.924,46.178,17.986,6012
545,MobileNetV3,ImageNet,1,128,0,0.628,DCGAN,LSUN,1,64,0,0.91,82.395,38.737,6754
546,MobileNetV3,ImageNet,1,128,0,0.818,DCGAN,LSUN,1,64,1,0.885,56.133,26.493,6762
547,MobileNetV3,ImageNet,1,128,1,0.662,DCGAN,LSUN,1,64,0,0.909,80.316,32.724,5646
548,MobileNetV3,ImageNet,1,128,1,0.849,DCGAN,LSUN,1,64,1,0.919,55.347,22.32,5652
549,MobileNetV3,ImageNet,1,128,0,0.566,DCGAN,LSUN,1,128,0,0.864,92.093,40.507,7546
550,MobileNetV3,ImageNet,1,128,0,0.726,DCGAN,LSUN,1,128,1,0.808,62.618,31.645,7138
551,MobileNetV3,ImageNet,1,128,1,0.561,DCGAN,LSUN,1,128,0,0.93,92.813,38.16,6706
552,MobileNetV3,ImageNet,1,128,1,0.772,DCGAN,LSUN,1,128,1,0.808,60.703,27.324,6160
553,NeuMF,MovieLens,1,64,0,0.98,NeuMF,MovieLens,1,64,0,0.986,20.724,4.816,4122
554,NeuMF,MovieLens,1,64,0,0.984,NeuMF,MovieLens,1,64,1,0.914,16.867,3.608,4122
555,NeuMF,MovieLens,1,64,1,1.012,NeuMF,MovieLens,1,64,1,0.901,17.951,3.811,4122
556,NeuMF,MovieLens,1,64,0,0.859,NeuMF,MovieLens,1,128,0,0.963,18.43,4.05,4122
557,NeuMF,MovieLens,1,64,0,0.939,NeuMF,MovieLens,1,128,1,0.902,16.331,3.5,4122
558,NeuMF,MovieLens,1,64,1,0.996,NeuMF,MovieLens,1,128,0,0.932,18.495,3.874,4122
559,NeuMF,MovieLens,1,64,1,0.886,NeuMF,MovieLens,1,128,1,1.034,17.952,3.766,4122
560,NeuMF,MovieLens,1,128,0,0.948,NeuMF,MovieLens,1,128,0,0.856,18.451,3.961,4122
561,NeuMF,MovieLens,1,128,0,0.902,NeuMF,MovieLens,1,128,1,0.93,17.308,3.608,4122
562,NeuMF,MovieLens,1,128,1,0.987,NeuMF,MovieLens,1,128,1,0.914,18.557,3.885,4122
563,PPO,LunarLander,1,32,0,1.0,TD3,BipedalWalker,1,32,0,1.0,25.302,0.151,4082
564,PPO,LunarLander,1,32,0,1.0,TD3,BipedalWalker,1,64,0,1.0,22.691,0.036,4082
565,PPO,LunarLander,1,32,0,1.0,TD3,BipedalWalker,1,128,0,1.0,22.042,0.042,4082
566,PPO,LunarLander,1,64,0,1.0,TD3,BipedalWalker,1,32,0,1.0,19.961,0.026,4082
567,PPO,LunarLander,1,64,0,1.0,TD3,BipedalWalker,1,64,0,1.0,22.758,0.032,4082
568,PPO,LunarLander,1,64,0,1.0,TD3,BipedalWalker,1,128,0,1.0,22.889,0.0,4082
569,PPO,LunarLander,1,128,0,1.0,TD3,BipedalWalker,1,32,0,1.0,23.2,0.033,4082
570,PPO,LunarLander,1,128,0,1.0,TD3,BipedalWalker,1,64,0,1.0,25.945,0.205,4082
571,PPO,LunarLander,1,128,0,1.0,TD3,BipedalWalker,1,128,0,1.0,26.479,0.562,4082
572,TD3,BipedalWalker,1,32,0,1.0,TD3,BipedalWalker,1,32,0,1.0,27.653,0.667,4090
573,TD3,BipedalWalker,1,32,0,1.0,TD3,BipedalWalker,1,64,0,1.0,21.554,0.635,4090
574,TD3,BipedalWalker,1,32,0,1.0,TD3,BipedalWalker,1,128,0,1.0,20.275,0.562,4090
575,TD3,BipedalWalker,1,64,0,1.0,TD3,BipedalWalker,1,64,0,1.0,23.439,0.712,4090
576,TD3,BipedalWalker,1,64,0,1.0,TD3,BipedalWalker,1,128,0,1.0,25.633,0.857,4090
577,TD3,BipedalWalker,1,128,0,1.0,TD3,BipedalWalker,1,128,0,1.0,23.721,0.754,4090
578,ResNet18,CIFAR-10,1,32,0,1.202,PointNet,ShapeNet,1,32,0,1.02,70.405,41.338,6350
579,ResNet18,CIFAR-10,1,32,0,1.288,PointNet,ShapeNet,1,32,1,0.984,89.147,33.32,5536
580,ResNet18,CIFAR-10,1,32,1,1.185,PointNet,ShapeNet,1,32,0,0.964,52.779,29.649,6320
581,ResNet18,CIFAR-10,1,32,1,1.191,PointNet,ShapeNet,1,32,1,0.925,56.013,28.8,5844
582,ResNet18,CIFAR-10,1,32,0,1.218,PointNet,ShapeNet,1,64,0,0.975,72.986,41.101,9852
583,ResNet18,CIFAR-10,1,32,0,1.261,PointNet,ShapeNet,1,64,1,0.92,69.403,37.0,6914
584,ResNet18,CIFAR-10,1,32,1,1.241,PointNet,ShapeNet,1,64,0,0.932,52.904,30.63,8698
585,ResNet18,CIFAR-10,1,32,1,1.284,PointNet,ShapeNet,1,64,1,0.897,48.239,26.676,6884
586,ResNet18,CIFAR-10,1,32,0,1.138,PointNet,ShapeNet,1,128,0,0.969,63.877,35.965,12856
587,ResNet18,CIFAR-10,1,32,0,1.298,PointNet,ShapeNet,1,128,1,0.819,67.6,34.691,9364
588,ResNet18,CIFAR-10,1,32,1,1.108,PointNet,ShapeNet,1,128,0,0.945,42.083,24.767,12826
589,ResNet18,CIFAR-10,1,32,1,1.175,PointNet,ShapeNet,1,128,1,0.9,43.088,24.912,9328
590,ResNet18,CIFAR-10,1,64,0,0.969,PointNet,ShapeNet,1,32,0,1.009,91.533,57.6,6650
591,ResNet18,CIFAR-10,1,64,0,1.004,PointNet,ShapeNet,1,32,1,0.968,93.108,58.189,6016
592,ResNet18,CIFAR-10,1,64,1,0.939,PointNet,ShapeNet,1,32,0,1.01,69.636,37.208,7632
593,ResNet18,CIFAR-10,1,64,1,0.965,PointNet,ShapeNet,1,32,1,0.982,62.72,33.6,7000
594,ResNet18,CIFAR-10,1,64,0,0.985,PointNet,ShapeNet,1,64,0,0.9,92.0,60.958,9810
595,ResNet18,CIFAR-10,1,64,0,1.074,PointNet,ShapeNet,1,64,1,0.902,89.714,58.743,7214
596,ResNet18,CIFAR-10,1,64,1,1.034,PointNet,ShapeNet,1,64,0,0.959,64.208,36.653,10010
597,ResNet18,CIFAR-10,1,64,1,1.039,PointNet,ShapeNet,1,64,1,0.907,64.333,35.903,8196
598,ResNet18,CIFAR-10,1,64,0,0.991,PointNet,ShapeNet,1,128,0,0.848,84.831,55.305,13156
599,ResNet18,CIFAR-10,1,64,0,1.084,PointNet,ShapeNet,1,128,1,0.918,83.033,56.885,9658
600,ResNet18,CIFAR-10,1,64,1,0.956,PointNet,ShapeNet,1,128,0,0.889,56.746,33.576,14138
601,ResNet18,CIFAR-10,1,64,1,1.049,PointNet,ShapeNet,1,128,1,0.951,61.456,34.175,10642
602,ResNet18,CIFAR-10,1,128,0,0.785,PointNet,ShapeNet,1,32,0,1.004,97.737,54.211,8372
603,ResNet18,CIFAR-10,1,128,0,0.925,PointNet,ShapeNet,1,32,1,0.925,96.473,61.554,6428
604,ResNet18,CIFAR-10,1,128,1,0.815,PointNet,ShapeNet,1,32,0,0.958,83.066,43.329,6988
605,ResNet18,CIFAR-10,1,128,1,0.971,PointNet,ShapeNet,1,32,1,0.989,76.595,46.149,7392
606,ResNet18,CIFAR-10,1,128,0,0.91,PointNet,ShapeNet,1,64,0,0.982,95.042,65.831,9440
607,ResNet18,CIFAR-10,1,128,0,0.999,PointNet,ShapeNet,1,64,1,0.924,91.889,65.444,7626
608,ResNet18,CIFAR-10,1,128,1,0.971,PointNet,ShapeNet,1,64,0,0.972,78.261,49.261,10404
609,ResNet18,CIFAR-10,1,128,1,1.015,PointNet,ShapeNet,1,64,1,0.98,79.775,48.535,8590
610,ResNet18,CIFAR-10,1,128,0,0.903,PointNet,ShapeNet,1,128,0,0.948,83.836,59.164,13568
611,ResNet18,CIFAR-10,1,128,0,0.987,PointNet,ShapeNet,1,128,1,0.92,88.845,63.017,10394
612,ResNet18,CIFAR-10,1,128,1,0.944,PointNet,ShapeNet,1,128,0,0.939,77.873,48.145,14532
613,ResNet18,CIFAR-10,1,128,1,0.96,PointNet,ShapeNet,1,128,1,0.915,71.274,42.871,11034
614,MobileNetV2,CIFAR-10,1,32,0,1.085,PointNet,ShapeNet,1,32,0,0.943,52.905,24.378,6498
615,MobileNetV2,CIFAR-10,1,32,0,1.052,PointNet,ShapeNet,1,32,1,0.968,51.213,24.173,6084
616,MobileNetV2,CIFAR-10,1,32,1,0.998,PointNet,ShapeNet,1,32,0,0.965,40.933,18.067,6310
617,MobileNetV2,CIFAR-10,1,32,1,1.082,PointNet,ShapeNet,1,32,1,0.957,41.434,14.487,5716
618,MobileNetV2,CIFAR-10,1,32,0,0.994,PointNet,ShapeNet,1,64,0,0.972,50.761,26.099,8876
619,MobileNetV2,CIFAR-10,1,32,0,1.08,PointNet,ShapeNet,1,64,1,0.97,48.338,22.056,7062
620,MobileNetV2,CIFAR-10,1,32,1,1.03,PointNet,ShapeNet,1,64,0,0.929,37.768,15.391,8688
621,MobileNetV2,CIFAR-10,1,32,1,1.05,PointNet,ShapeNet,1,64,1,1.008,38.648,13.732,6874
622,MobileNetV2,CIFAR-10,1,32,0,1.008,PointNet,ShapeNet,1,128,0,0.936,44.803,21.934,13004
623,MobileNetV2,CIFAR-10,1,32,0,1.105,PointNet,ShapeNet,1,128,1,0.929,48.579,22.807,9506
624,MobileNetV2,CIFAR-10,1,32,1,0.989,PointNet,ShapeNet,1,128,0,0.945,33.617,12.85,12816
625,MobileNetV2,CIFAR-10,1,32,1,1.045,PointNet,ShapeNet,1,128,1,0.935,33.362,12.983,9318
626,MobileNetV2,CIFAR-10,1,64,0,0.954,PointNet,ShapeNet,1,32,0,1.011,74.2,44.053,7008
627,MobileNetV2,CIFAR-10,1,64,0,0.99,PointNet,ShapeNet,1,32,1,0.999,73.853,42.08,6366
628,MobileNetV2,CIFAR-10,1,64,1,0.987,PointNet,ShapeNet,1,32,0,0.962,58.408,28.013,6600
629,MobileNetV2,CIFAR-10,1,64,1,1.047,PointNet,ShapeNet,1,32,1,0.98,49.75,22.197,5884
630,MobileNetV2,CIFAR-10,1,64,0,0.923,PointNet,ShapeNet,1,64,0,0.972,72.058,41.551,9378
631,MobileNetV2,CIFAR-10,1,64,0,0.953,PointNet,ShapeNet,1,64,1,0.951,69.671,38.8,7572
632,MobileNetV2,CIFAR-10,1,64,1,0.988,PointNet,ShapeNet,1,64,0,0.87,47.535,21.408,8930
633,MobileNetV2,CIFAR-10,1,64,1,1.004,PointNet,ShapeNet,1,64,1,0.977,46.239,20.789,7116
634,MobileNetV2,CIFAR-10,1,64,0,0.961,PointNet,ShapeNet,1,128,0,0.919,73.965,42.667,13514
635,MobileNetV2,CIFAR-10,1,64,0,0.964,PointNet,ShapeNet,1,128,1,0.946,67.517,37.897,10016
636,MobileNetV2,CIFAR-10,1,64,1,0.959,PointNet,ShapeNet,1,128,0,0.925,47.426,23.246,13058
637,MobileNetV2,CIFAR-10,1,64,1,1.056,PointNet,ShapeNet,1,128,1,0.884,47.19,21.414,9560
638,MobileNetV2,CIFAR-10,1,128,0,0.875,PointNet,ShapeNet,1,32,0,0.938,96.553,63.724,8540
639,MobileNetV2,CIFAR-10,1,128,0,0.969,PointNet,ShapeNet,1,32,1,0.933,96.027,64.392,7444
640,MobileNetV2,CIFAR-10,1,128,1,0.998,PointNet,ShapeNet,1,32,0,0.967,70.539,37.75,7508
641,MobileNetV2,CIFAR-10,1,128,1,0.987,PointNet,ShapeNet,1,32,1,1.004,69.373,36.573,6350
642,MobileNetV2,CIFAR-10,1,128,0,0.9,PointNet,ShapeNet,1,64,0,0.919,95.625,62.722,10456
643,MobileNetV2,CIFAR-10,1,128,0,0.962,PointNet,ShapeNet,1,64,1,0.96,94.826,64.029,8632
644,MobileNetV2,CIFAR-10,1,128,1,0.97,PointNet,ShapeNet,1,64,0,0.954,66.743,36.314,9472
645,MobileNetV2,CIFAR-10,1,128,1,1.051,PointNet,ShapeNet,1,64,1,0.961,70.522,37.232,7550
646,MobileNetV2,CIFAR-10,1,128,0,0.883,PointNet,ShapeNet,1,128,0,0.852,87.767,57.75,14584
647,MobileNetV2,CIFAR-10,1,128,0,0.953,PointNet,ShapeNet,1,128,1,0.951,91.333,61.175,11372
648,MobileNetV2,CIFAR-10,1,128,1,0.986,PointNet,ShapeNet,1,128,0,0.912,66.017,34.776,13492
649,MobileNetV2,CIFAR-10,1,128,1,1.035,PointNet,ShapeNet,1,128,1,0.866,66.915,33.746,9994
650,EfficientNet,CIFAR-10,1,32,0,1.064,PointNet,ShapeNet,1,32,0,0.945,34.387,10.227,6298
651,EfficientNet,CIFAR-10,1,32,0,1.097,PointNet,ShapeNet,1,32,1,0.933,31.853,7.707,5664
652,EfficientNet,CIFAR-10,1,32,1,1.114,PointNet,ShapeNet,1,32,0,0.989,37.054,11.122,6166
653,EfficientNet,CIFAR-10,1,32,1,1.084,PointNet,ShapeNet,1,32,1,0.918,30.644,8.082,5530
654,EfficientNet,CIFAR-10,1,32,0,1.076,PointNet,ShapeNet,1,64,0,0.94,37.324,13.873,8676
655,EfficientNet,CIFAR-10,1,32,0,1.107,PointNet,ShapeNet,1,64,1,0.934,33.13,9.159,6862
656,EfficientNet,CIFAR-10,1,32,1,1.049,PointNet,ShapeNet,1,64,0,0.85,31.214,10.143,8544
657,EfficientNet,CIFAR-10,1,32,1,1.096,PointNet,ShapeNet,1,64,1,0.96,27.657,7.3,6730
658,EfficientNet,CIFAR-10,1,32,0,0.989,PointNet,ShapeNet,1,128,0,0.931,33.382,12.727,12804
659,EfficientNet,CIFAR-10,1,32,0,1.055,PointNet,ShapeNet,1,128,1,0.88,29.103,8.19,9306
660,EfficientNet,CIFAR-10,1,32,1,1.029,PointNet,ShapeNet,1,128,0,0.933,31.593,11.627,12670
661,EfficientNet,CIFAR-10,1,32,1,1.146,PointNet,ShapeNet,1,128,1,0.938,27.167,6.567,9172
662,EfficientNet,CIFAR-10,1,64,0,0.97,PointNet,ShapeNet,1,32,0,0.982,41.919,15.041,6756
663,EfficientNet,CIFAR-10,1,64,0,0.963,PointNet,ShapeNet,1,32,1,0.905,37.392,12.419,6122
664,EfficientNet,CIFAR-10,1,64,1,1.074,PointNet,ShapeNet,1,32,0,0.989,42.907,15.613,6416
665,EfficientNet,CIFAR-10,1,64,1,1.093,PointNet,ShapeNet,1,32,1,0.987,34.973,9.432,5646
666,EfficientNet,CIFAR-10,1,64,0,0.996,PointNet,ShapeNet,1,64,0,1.0,42.431,16.028,9134
667,EfficientNet,CIFAR-10,1,64,0,0.978,PointNet,ShapeNet,1,64,1,0.942,36.606,12.042,7320
668,EfficientNet,CIFAR-10,1,64,1,0.988,PointNet,ShapeNet,1,64,0,0.984,34.417,12.347,8658
669,EfficientNet,CIFAR-10,1,64,1,1.108,PointNet,ShapeNet,1,64,1,0.951,32.757,8.929,6844
670,EfficientNet,CIFAR-10,1,64,0,0.885,PointNet,ShapeNet,1,128,0,0.916,36.323,15.21,14826
671,EfficientNet,CIFAR-10,1,64,0,0.952,PointNet,ShapeNet,1,128,1,0.871,35.621,11.897,9764
672,EfficientNet,CIFAR-10,1,64,1,1.016,PointNet,ShapeNet,1,128,0,0.971,35.153,12.661,12786
673,EfficientNet,CIFAR-10,1,64,1,1.155,PointNet,ShapeNet,1,128,1,0.893,33.0,8.965,9288
674,EfficientNet,CIFAR-10,1,128,0,0.896,PointNet,ShapeNet,1,32,0,0.999,53.312,24.052,6592
675,EfficientNet,CIFAR-10,1,128,0,1.008,PointNet,ShapeNet,1,32,1,1.011,55.04,22.88,6046
676,EfficientNet,CIFAR-10,1,128,1,0.957,PointNet,ShapeNet,1,32,0,1.032,45.797,15.554,7240
677,EfficientNet,CIFAR-10,1,128,1,1.054,PointNet,ShapeNet,1,32,1,0.982,44.577,14.269,5714
678,EfficientNet,CIFAR-10,1,128,0,0.898,PointNet,ShapeNet,1,64,0,0.989,52.535,23.803,8962
679,EfficientNet,CIFAR-10,1,128,0,0.923,PointNet,ShapeNet,1,64,1,0.974,50.2,21.271,7146
680,EfficientNet,CIFAR-10,1,128,1,0.961,PointNet,ShapeNet,1,64,0,0.968,43.767,16.438,9630
681,EfficientNet,CIFAR-10,1,128,1,0.984,PointNet,ShapeNet,1,64,1,0.982,40.887,13.352,6912
682,EfficientNet,CIFAR-10,1,128,0,0.928,PointNet,ShapeNet,1,128,0,0.848,52.093,23.093,13902
683,EfficientNet,CIFAR-10,1,128,0,0.908,PointNet,ShapeNet,1,128,1,0.928,44.593,19.508,9590
684,EfficientNet,CIFAR-10,1,128,1,1.01,PointNet,ShapeNet,1,128,0,0.926,42.113,15.935,12854
685,EfficientNet,CIFAR-10,1,128,1,0.967,PointNet,ShapeNet,1,128,1,0.902,36.5,11.403,9356
686,VGG,CIFAR-10,1,32,0,1.225,PointNet,ShapeNet,1,32,0,0.984,53.714,30.532,7376
687,VGG,CIFAR-10,1,32,0,1.395,PointNet,ShapeNet,1,32,1,0.923,64.961,33.632,6900
688,VGG,CIFAR-10,1,32,1,1.314,PointNet,ShapeNet,1,32,0,0.964,56.347,29.987,6752
689,VGG,CIFAR-10,1,32,1,1.363,PointNet,ShapeNet,1,32,1,0.93,41.293,22.307,6118
690,VGG,CIFAR-10,1,32,0,1.353,PointNet,ShapeNet,1,64,0,0.956,55.214,32.4,9754
691,VGG,CIFAR-10,1,32,0,1.419,PointNet,ShapeNet,1,64,1,0.911,54.139,32.25,7942
692,VGG,CIFAR-10,1,32,1,1.409,PointNet,ShapeNet,1,64,0,0.949,45.873,26.493,9130
693,VGG,CIFAR-10,1,32,1,1.498,PointNet,ShapeNet,1,64,1,0.941,42.563,23.155,7316
694,VGG,CIFAR-10,1,32,0,1.351,PointNet,ShapeNet,1,128,0,0.929,51.887,31.145,13882
695,VGG,CIFAR-10,1,32,0,1.253,PointNet,ShapeNet,1,128,1,0.933,44.667,26.333,10384
696,VGG,CIFAR-10,1,32,1,1.403,PointNet,ShapeNet,1,128,0,0.898,46.621,27.155,13258
697,VGG,CIFAR-10,1,32,1,1.474,PointNet,ShapeNet,1,128,1,0.853,41.559,22.881,9760
698,VGG,CIFAR-10,1,64,0,1.23,PointNet,ShapeNet,1,32,0,0.987,64.865,41.419,7574
699,VGG,CIFAR-10,1,64,0,1.297,PointNet,ShapeNet,1,32,1,0.986,61.39,37.545,6940
700,VGG,CIFAR-10,1,64,1,1.274,PointNet,ShapeNet,1,32,0,1.013,51.307,29.76,7578
701,VGG,CIFAR-10,1,64,1,1.325,PointNet,ShapeNet,1,32,1,0.968,67.108,30.811,6758
702,VGG,CIFAR-10,1,64,0,1.28,PointNet,ShapeNet,1,64,0,0.934,66.638,42.319,9952
703,VGG,CIFAR-10,1,64,0,1.318,PointNet,ShapeNet,1,64,1,0.956,64.529,40.729,8138
704,VGG,CIFAR-10,1,64,1,1.276,PointNet,ShapeNet,1,64,0,0.996,48.7,27.829,9956
705,VGG,CIFAR-10,1,64,1,1.3,PointNet,ShapeNet,1,64,1,0.987,44.071,24.343,8142
706,VGG,CIFAR-10,1,64,0,1.296,PointNet,ShapeNet,1,128,0,0.958,63.017,40.433,12838
